INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
222000457,3001,,DEATH INVESTIGATION,E5, ,0,2022-01-03 07:00:00,2022,1,Monday,7,,COLGATE RD,42.29369947910846,-71.12152025545073,"(42.29369947910846, -71.12152025545073)"
222000456,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C6, ,0,2022-01-03 09:23:00,2022,1,Monday,9,,PREBLE ST,42.32922079135511,-71.05448323093835,"(42.32922079135511, -71.05448323093835)"
222000455,3410,,TOWED MOTOR VEHICLE,A15, ,0,2022-01-03 08:03:00,2022,1,Monday,8,,ALLSTON ST,42.380484979772625,-71.06345578873628,"(42.380484979772625, -71.06345578873628)"
222000454,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5, ,0,2022-01-02 14:00:00,2022,1,Sunday,14,,BRADEEN ST,42.29072874601167,-71.12183517176753,"(42.29072874601167, -71.12183517176753)"
222000451,2670,,HARASSMENT/ CRIMINAL HARASSMENT,E13,307,0,2022-01-03 00:00:00,2022,1,Monday,0,,WALNUT PARK,42.31591904910018,-71.09691294860387,"(42.31591904910018, -71.09691294860387)"
222000450,2647,,THREATS TO DO BODILY HARM,D4, ,0,2022-01-03 09:16:00,2022,1,Monday,9,,BOYLSTON ST,42.348623815554966,-71.08277637086411,"(42.348623815554966, -71.08277637086411)"
222000449,3410,,TOWED MOTOR VEHICLE,D4, ,0,2022-01-03 09:15:00,2022,1,Monday,9,,MONTGOMERY ST,42.343386841299285,-71.07474634983011,"(42.343386841299285, -71.07474634983011)"
222000448,3115,,INVESTIGATE PERSON,C6, ,0,2022-01-03 07:39:00,2022,1,Monday,7,,OLD COLONY AVE,42.32422561515385,-71.05242607910198,"(42.32422561515385, -71.05242607910198)"
222000447,3501,,MISSING PERSON,B3, ,0,2022-01-03 08:15:00,2022,1,Monday,8,,MORTON ST,42.279591033199274,-71.08132257574368,"(42.279591033199274, -71.08132257574368)"
222000446,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,2022-01-03 07:50:00,2022,1,Monday,7,,"NORTHAMPTON ST & HARRISON AVE
BOSTON  MA 02118
UNI",42.33441999668206,-71.07574995429614,"(42.33441999668206, -71.07574995429614)"
222000445,3112,,LANDLORD - TENANT,C11, ,0,2022-01-03 07:42:00,2022,1,Monday,7,,OWENCROFT RD,42.28001264904182,-71.06919374875625,"(42.28001264904182, -71.06919374875625)"
222000444,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E18, ,0,2022-01-03 08:41:00,2022,1,Monday,8,,PROVIDENCE ST,42.26375605727671,-71.12293663546691,"(42.26375605727671, -71.12293663546691)"
222000443,3410,,TOWED MOTOR VEHICLE,D4, ,0,2022-01-03 07:08:00,2022,1,Monday,7,,W NEWTON ST,42.34225887542638,-71.07749696058403,"(42.34225887542638, -71.07749696058403)"
222000442,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,167,0,2022-01-03 08:00:00,2022,1,Monday,8,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222000440,2662,,BALLISTICS EVIDENCE/FOUND,B3, ,0,2022-01-03 08:09:00,2022,1,Monday,8,,NORWELL ST,42.30195045244791,-71.07798087525897,"(42.30195045244791, -71.07798087525897)"
222000439,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,167,0,2022-01-02 19:00:00,2022,1,Sunday,19,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222000437,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3,469,0,2022-01-03 07:20:00,2022,1,Monday,7,,BLUE HILL AVE,42.27567916794307,-71.0936398829111,"(42.27567916794307, -71.0936398829111)"
222000436,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6, ,0,2022-01-03 07:56:00,2022,1,Monday,7,,BOSTON ST,42.3215585710821,-71.06132071210583,"(42.3215585710821, -71.06132071210583)"
222000435,3410,,TOWED MOTOR VEHICLE,C6, ,0,2022-01-03 07:50:00,2022,1,Monday,7,,E SEVENTH ST,42.33215752006335,-71.04336002006727,"(42.33215752006335, -71.04336002006727)"
222000433,3006,,SICK/INJURED/MEDICAL - PERSON,C6, ,0,2022-01-02 23:05:00,2022,1,Sunday,23,,DORCHESTER ST,42.335606654662335,-71.04526921527625,"(42.335606654662335, -71.04526921527625)"
222000432,3115,,INVESTIGATE PERSON,B3, ,0,2022-01-03 08:01:00,2022,1,Monday,8,,WILMORE ST,42.27796370032287,-71.09246318185207,"(42.27796370032287, -71.09246318185207)"
222000431,3502,,MISSING PERSON - LOCATED,E5,691,0,2022-01-01 20:00:00,2022,1,Saturday,20,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
222000429,3410,,TOWED MOTOR VEHICLE,A7, ,0,2022-01-03 06:50:00,2022,1,Monday,6,,PARIS ST,42.36990004725606,-71.04003477803583,"(42.36990004725606, -71.04003477803583)"
222000428,3801,,M/V ACCIDENT - OTHER,C11, ,0,2022-01-03 06:28:00,2022,1,Monday,6,,"BOWDOIN ST & HANCOCK ST
DORCHESTER  MA 02122
UNITE",42.31055596590883,-71.06227097485173,"(42.31055596590883, -71.06227097485173)"
222000424,3114,,INVESTIGATE PROPERTY,B2, ,0,2022-01-03 05:32:00,2022,1,Monday,5,,NORFOLK AVE,42.3283517579551,-71.07393157857904,"(42.3283517579551, -71.07393157857904)"
222000422,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B2, ,0,2022-01-03 02:35:00,2022,1,Monday,2,,HIGHLAND ST,42.32308366372913,-71.09431771248565,"(42.32308366372913, -71.09431771248565)"
222000420,1831,,SICK ASSIST,B2, ,0,2022-01-02 23:47:00,2022,1,Sunday,23,,WOODVILLE ST,42.320914192258,-71.07546292723984,"(42.320914192258, -71.07546292723984)"
222000419,3115,,INVESTIGATE PERSON,D4, ,0,2022-01-03 02:16:00,2022,1,Monday,2,,HARRISON AVE,42.33698515204087,-71.07258823205791,"(42.33698515204087, -71.07258823205791)"
222000418,1402,,VANDALISM,B3, ,0,2022-01-02 23:58:00,2022,1,Sunday,23,,RIVER ST,42.26802399951025,-71.09301056730071,"(42.26802399951025, -71.09301056730071)"
222000417,1831,,SICK ASSIST,B3, ,0,2022-01-02 23:48:00,2022,1,Sunday,23,,WHITFIELD ST,42.29169079180355,-71.07447258462682,"(42.29169079180355, -71.07447258462682)"
222000416,3301,,VERBAL DISPUTE,E13, ,0,2022-01-03 01:22:00,2022,1,Monday,1,,GLEN RD,42.30692570859091,-71.09785573064042,"(42.30692570859091, -71.09785573064042)"
222000415,2905,,VAL - VIOLATION OF AUTO LAW,B2, ,0,2022-01-03 01:43:00,2022,1,Monday,1,,COLUMBIA RD,42.30591850435545,-71.07956586362388,"(42.30591850435545, -71.07956586362388)"
222000414,3502,,MISSING PERSON - LOCATED,B2, ,0,2022-01-03 01:31:00,2022,1,Monday,1,,HAROLD ST,42.31944531853442,-71.08780767073632,"(42.31944531853442, -71.08780767073632)"
222000413,2907,,VAL - OPERATING AFTER REV/SUSP.,B2, ,0,2022-01-03 00:52:00,2022,1,Monday,0,,"WARREN ST & ELM HILL AVE
BOSTON  MA 02121
UNITED S",42.31315995469773,-71.08358000365016,"(42.31315995469773, -71.08358000365016)"
222000412,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14, ,0,2022-01-03 00:50:00,2022,1,Monday,0,,GORDON ST,42.34966795802786,-71.13995527257794,"(42.34966795802786, -71.13995527257794)"
222000411,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,C6, ,0,2022-01-03 00:05:00,2022,1,Monday,0,,"SOUTHAMPTON ST & TOPEKA ST
ROXBURY  MA 02118
UNITE",42.331682008247135,-71.06798699336412,"(42.331682008247135, -71.06798699336412)"
222000410,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4, ,0,2022-01-02 23:23:00,2022,1,Sunday,23,,DALTON ST,42.346343125022024,-71.08482012772042,"(42.346343125022024, -71.08482012772042)"
222000408,2101,,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,D14, ,0,2022-01-02 21:47:00,2022,1,Sunday,21,,GARDNER ST,42.353613712141204,-71.12967302016737,"(42.353613712141204, -71.12967302016737)"
222000406,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3, ,0,2022-01-02 23:11:00,2022,1,Sunday,23,,HARVARD ST,42.283413020385666,-71.09857925854926,"(42.283413020385666, -71.09857925854926)"
222000405,1831,,SICK ASSIST,D4, ,0,2022-01-02 23:25:00,2022,1,Sunday,23,,MASSACHUSETTS AVE,42.345695175261596,-71.08695736171954,"(42.345695175261596, -71.08695736171954)"
222000404,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C6, ,0,2022-01-02 23:10:00,2022,1,Sunday,23,,MASSACHUSETTS AVE,42.32198656406036,-71.06280665755338,"(42.32198656406036, -71.06280665755338)"
222000403,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D14, ,0,2022-01-02 23:22:00,2022,1,Sunday,23,,"STRATHMORE RD & CHISWICK RD
BOSTON  MA 02135
UNITE",42.338960013758005,-71.1502699587239,"(42.338960013758005, -71.1502699587239)"
222000402,3114,,INVESTIGATE PROPERTY,B3, ,0,2022-01-02 23:04:00,2022,1,Sunday,23,,HARVARD ST,42.29669123598688,-71.07895756851991,"(42.29669123598688, -71.07895756851991)"
222000400,3115,,INVESTIGATE PERSON,B2, ,0,2022-01-02 21:57:00,2022,1,Sunday,21,,ELDER ST,42.32022881687084,-71.06307062900677,"(42.32022881687084, -71.06307062900677)"
222000399,3115,,INVESTIGATE PERSON,C6, ,0,2022-01-02 22:31:00,2022,1,Sunday,22,,COTTRELL ST,42.32209965769318,-71.05499027402153,"(42.32209965769318, -71.05499027402153)"
222000396,1831,,SICK ASSIST,B3, ,0,2022-01-02 21:53:00,2022,1,Sunday,21,,HANNON ST,42.28187557863393,-71.08550537672407,"(42.28187557863393, -71.08550537672407)"
222000395,3821,,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,B2, ,0,2022-01-02 19:00:00,2022,1,Sunday,19,,"WASHINGTON ST & DALE ST
ROXBURY  MA 02119
UNITED S",42.32344695853757,-71.08954499770442,"(42.32344695853757, -71.08954499770442)"
222000394,724,,AUTO THEFT,D14,778,0,2022-01-02 20:00:00,2022,1,Sunday,20,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222000393,3115,,INVESTIGATE PERSON,A7, ,0,2022-01-02 21:43:00,2022,1,Sunday,21,,MERIDIAN ST,42.37996488667934,-71.03923314410417,"(42.37996488667934, -71.03923314410417)"
222000392,423,,ASSAULT - AGGRAVATED,D14, ,0,2022-01-02 21:19:00,2022,1,Sunday,21,,BRIGHTON AVE,42.35222124703065,-71.12607166835893,"(42.35222124703065, -71.12607166835893)"
222000391,3410,,TOWED MOTOR VEHICLE,D4, ,0,2022-01-02 21:35:00,2022,1,Sunday,21,,"WASHINGTON ST & E BROOKLINE ST
BOSTON  MA 02118
UN",42.3396039860957,-71.07249500862514,"(42.3396039860957, -71.07249500862514)"
222000390,801,,ASSAULT - SIMPLE,B2,282,0,2022-01-02 20:40:00,2022,1,Sunday,20,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
222000389,3207,,PROPERTY - FOUND,A7, ,0,2022-01-02 21:55:00,2022,1,Sunday,21,,PARIS ST,42.3708180467024,-71.03929078135145,"(42.3708180467024, -71.03929078135145)"
222000387,2647,,THREATS TO DO BODILY HARM,A1,77,0,2022-01-01 00:30:00,2022,1,Saturday,0,,NEW SUDBURY ST,42.361838566564714,-71.05976489094158,"(42.361838566564714, -71.05976489094158)"
222000384,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2022-01-01 17:00:00,2022,1,Saturday,17,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222000382,2914,,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3, ,0,2022-01-02 21:02:00,2022,1,Sunday,21,,WESTVIEW STREET,0,0,"(0, 0)"
222000380,1831,,SICK ASSIST,C6, ,0,2022-01-02 20:17:00,2022,1,Sunday,20,,GLOVER CT,42.331089563980925,-71.05626583908688,"(42.331089563980925, -71.05626583908688)"
222000378,3018,,SICK/INJURED/MEDICAL - POLICE,B2,282,0,2022-01-02 20:40:00,2022,1,Sunday,20,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
222000376,1402,,VANDALISM,B2, ,0,2022-01-02 17:27:00,2022,1,Sunday,17,,BLUE HILL AVE,42.31709355046751,-71.07802976841748,"(42.31709355046751, -71.07802976841748)"
222000375,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4, ,0,2022-01-02 20:29:00,2022,1,Sunday,20,,COMMONWEALTH AVE,42.3531735835081,-71.07266832902516,"(42.3531735835081, -71.07266832902516)"
222000374,301,,ROBBERY,C11, ,0,2022-01-02 19:30:00,2022,1,Sunday,19,,ROWELL ST,42.31333949307123,-71.06424969860635,"(42.31333949307123, -71.06424969860635)"
222000372,3114,,INVESTIGATE PROPERTY,B3, ,1,2022-01-02 19:45:00,2022,1,Sunday,19,,PAGE ST,42.299790461476604,-71.08239216599273,"(42.299790461476604, -71.08239216599273)"
222000371,1402,,VANDALISM,C11,355,0,2022-01-02 20:19:00,2022,1,Sunday,20,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222000370,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6, ,0,2022-01-02 19:30:00,2022,1,Sunday,19,,JAN KARSKI WAY,0,0,"(0, 0)"
222000368,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,2022-01-02 20:08:00,2022,1,Sunday,20,,COLUMBUS AVE,42.34017600033975,-71.08232649992418,"(42.34017600033975, -71.08232649992418)"
222000367,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,2022-01-02 20:08:00,2022,1,Sunday,20,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222000364,2647,,THREATS TO DO BODILY HARM,A1, ,0,2022-01-02 19:44:00,2022,1,Sunday,19,,HANOVER ST,42.361794281861314,-71.05711270342866,"(42.361794281861314, -71.05711270342866)"
222000363,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D14, ,0,2022-01-02 19:54:00,2022,1,Sunday,19,,"WASHINGTON ST & ALLSTON ST
BRIGHTON  MA 02135
UNIT",42.34319602565696,-71.14192404489454,"(42.34319602565696, -71.14192404489454)"
222000362,1831,,SICK ASSIST,B2, ,0,2022-01-02 19:06:00,2022,1,Sunday,19,,HUNTINGTON AVE,42.334502847983835,-71.10368019610496,"(42.334502847983835, -71.10368019610496)"
222000353,3115,,INVESTIGATE PERSON,D4, ,0,2022-01-02 19:13:00,2022,1,Sunday,19,,W NEWTON ST,42.34451294296881,-71.08049717035647,"(42.34451294296881, -71.08049717035647)"
222000352,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,C11, ,0,2022-01-02 19:11:00,2022,1,Sunday,19,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222000350,3115,,INVESTIGATE PERSON,B2, ,0,2022-01-02 17:07:00,2022,1,Sunday,17,,ROXBURY ST,42.32952035449152,-71.08530640838333,"(42.32952035449152, -71.08530640838333)"
222000349,613,,LARCENY SHOPLIFTING,A1, ,0,2022-01-02 18:21:00,2022,1,Sunday,18,,WASHINGTON ST,42.355123390368036,-71.06087979851635,"(42.355123390368036, -71.06087979851635)"
222000348,724,,AUTO THEFT,D4, ,0,2022-01-02 18:47:00,2022,1,Sunday,18,,W SPRINGFIELD ST,42.33739824250481,-71.076821063853,"(42.33739824250481, -71.076821063853)"
222000347,1831,,SICK ASSIST,C6, ,0,2022-01-02 18:05:00,2022,1,Sunday,18,,"BRADSTON ST & ATKINSON ST
ROXBURY  MA 02118
UNITED",42.333288953752124,-71.06818096650171,"(42.333288953752124, -71.06818096650171)"
222000345,3410,,TOWED MOTOR VEHICLE,C6, ,0,2022-01-02 17:54:00,2022,1,Sunday,17,,W THIRD ST,42.33737506816591,-71.04649643913358,"(42.33737506816591, -71.04649643913358)"
222000344,3114,,INVESTIGATE PROPERTY,E5, ,0,2022-01-02 18:08:00,2022,1,Sunday,18,,BROOKWAY TER,42.290664432351186,-71.11984078927384,"(42.290664432351186, -71.11984078927384)"
222000343,423,,ASSAULT - AGGRAVATED,B2, ,1,2022-01-02 18:12:00,2022,1,Sunday,18,,NORMANDY ST,42.31192788885458,-71.07762962548449,"(42.31192788885458, -71.07762962548449)"
222000342,111,,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,450,1,2022-01-02 18:25:00,2022,1,Sunday,18,,WASHINGTON ST,42.29257647915883,-71.0717940591183,"(42.29257647915883, -71.0717940591183)"
222000341,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A15, ,0,2022-01-02 17:27:00,2022,1,Sunday,17,,CALDWELL ST,42.384872852603095,-71.07801044591054,"(42.384872852603095, -71.07801044591054)"
222000340,3114,,INVESTIGATE PROPERTY,C11, ,0,2022-01-02 18:20:00,2022,1,Sunday,18,,RICHFIELD ST,42.30751796707553,-71.07091041758754,"(42.30751796707553, -71.07091041758754)"
222000339,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,2022-01-02 17:40:00,2022,1,Sunday,17,,CHAUNCY ST,42.35285118040311,-71.06096411490165,"(42.35285118040311, -71.06096411490165)"
222000335,3115,,INVESTIGATE PERSON,D4,283,0,2022-01-02 17:01:00,2022,1,Sunday,17,,HUNTINGTON AVE,42.340449655617164,-71.08845934677487,"(42.340449655617164, -71.08845934677487)"
222000333,613,,LARCENY SHOPLIFTING,A7, ,0,2022-01-02 17:18:00,2022,1,Sunday,17,,BORDER ST,42.37620266818903,-71.03979926160173,"(42.37620266818903, -71.03979926160173)"
222000331,3301,,VERBAL DISPUTE,A7, ,0,2022-01-02 17:00:00,2022,1,Sunday,17,,PRINCETON ST,42.379094410404264,-71.03176183820952,"(42.379094410404264, -71.03176183820952)"
222000330,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,B2, ,0,2022-01-02 17:17:00,2022,1,Sunday,17,,"WARREN ST & COPELAND ST
ROXBURY  MA 02119
UNITED S",42.32171397605858,-71.08190098734042,"(42.32171397605858, -71.08190098734042)"
222000327,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4, ,0,2022-01-02 16:47:00,2022,1,Sunday,16,,WALTHAM ST,42.341959802864125,-71.06913091893739,"(42.341959802864125, -71.06913091893739)"
222000326,520,,BURGLARY - RESIDENTIAL,B2, ,0,2022-01-02 14:24:00,2022,1,Sunday,14,,CALUMET ST,42.33282636792726,-71.10542116517938,"(42.33282636792726, -71.10542116517938)"
222000325,423,,ASSAULT - AGGRAVATED,E18,940,0,2022-01-02 16:15:00,2022,1,Sunday,16,,GARFIELD AVE,42.24448260926909,-71.1189920987343,"(42.24448260926909, -71.1189920987343)"
222000322,3115,,INVESTIGATE PERSON,E18,520,0,2022-01-02 16:53:00,2022,1,Sunday,16,,HYDE PARK AVE,42.256215920402155,-71.12401947329023,"(42.256215920402155, -71.12401947329023)"
222000321,3006,,SICK/INJURED/MEDICAL - PERSON,E5, ,0,2022-01-02 16:11:00,2022,1,Sunday,16,,CENTRE ST,42.28720749300511,-71.1493802181409,"(42.28720749300511, -71.1493802181409)"
222000319,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E18, ,0,2022-01-02 15:56:00,2022,1,Sunday,15,,AMERICAN LEGION HWY,42.275313114971155,-71.11587797694025,"(42.275313114971155, -71.11587797694025)"
222000316,3803,,M/V ACCIDENT - PERSONAL INJURY,B2,292,0,2022-01-02 15:40:00,2022,1,Sunday,15,,WASHINGTON ST,42.326665103332516,-71.08749031139891,"(42.326665103332516, -71.08749031139891)"
222000315,3803,,M/V ACCIDENT - PERSONAL INJURY,B3, ,0,2022-01-02 15:03:00,2022,1,Sunday,15,,WARNER ST,42.29465453929484,-71.079832664011,"(42.29465453929484, -71.079832664011)"
222000313,3001,,DEATH INVESTIGATION,A7, ,0,2022-01-02 12:37:00,2022,1,Sunday,12,,BORDER ST,42.382291545144625,-71.04036424284484,"(42.382291545144625, -71.04036424284484)"
222000311,3112,,LANDLORD - TENANT,B3,466,0,2022-01-02 00:00:00,2022,1,Sunday,0,,GREENDALE RD,42.28553375134737,-71.09422962173973,"(42.28553375134737, -71.09422962173973)"
222000309,3201,,PROPERTY - LOST/ MISSING,A15,41,0,2022-01-01 00:30:00,2022,1,Saturday,0,,VINE ST,42.37663166813234,-71.05593195497872,"(42.37663166813234, -71.05593195497872)"
222000307,3115,,INVESTIGATE PERSON,E13, ,0,2022-01-02 14:31:00,2022,1,Sunday,14,,CENTRE ST,42.32291406263416,-71.10328402059667,"(42.32291406263416, -71.10328402059667)"
222000306,1402,,VANDALISM,B3, ,0,2022-01-02 00:00:00,2022,1,Sunday,0,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222000302,613,,LARCENY SHOPLIFTING,D4, ,0,2022-01-02 14:07:00,2022,1,Sunday,14,,NEWBURY ST,42.34840576247316,-71.08688338740227,"(42.34840576247316, -71.08688338740227)"
222000301,1402,,VANDALISM,B3, ,0,2022-01-02 12:46:00,2022,1,Sunday,12,,GREENDALE RD,42.28553375134737,-71.09422962173973,"(42.28553375134737, -71.09422962173973)"
222000299,2670,,HARASSMENT/ CRIMINAL HARASSMENT,A7, ,0,2022-01-02 13:51:00,2022,1,Sunday,13,,JEFFRIES ST,42.36546151910275,-71.02910875829448,"(42.36546151910275, -71.02910875829448)"
222000298,3018,,SICK/INJURED/MEDICAL - POLICE,D14, ,0,2022-01-02 12:41:00,2022,1,Sunday,12,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222000297,801,,ASSAULT - SIMPLE,D4, ,0,2022-01-02 13:40:00,2022,1,Sunday,13,,"COMMONWEALTH AVE & DARTMOUTH ST
BOSTON  MA 02116
U",42.35170099246681,-71.0781390097124,"(42.35170099246681, -71.0781390097124)"
222000296,3115,,INVESTIGATE PERSON,A1,111,0,2022-01-02 01:36:00,2022,1,Sunday,1,,WASHINGTON ST,42.35456406220822,-71.06147417777582,"(42.35456406220822, -71.06147417777582)"
222000295,3201,,PROPERTY - LOST/ MISSING,C11, ,0,2022-01-02 13:47:00,2022,1,Sunday,13,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222000293,3115,,INVESTIGATE PERSON,A7, ,0,2022-01-02 13:14:00,2022,1,Sunday,13,,MERIDIAN ST,42.376735083724,-71.0391411902376,"(42.376735083724, -71.0391411902376)"
222000292,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C6, ,0,2022-01-02 00:00:00,2022,1,Sunday,0,,N ST,42.335267758799404,-71.0312730959464,"(42.335267758799404, -71.0312730959464)"
222000291,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,D14, ,0,2022-01-02 03:40:00,2022,1,Sunday,3,,S CRESCENT CIRT,42.34797583129289,-71.16786914686165,"(42.34797583129289, -71.16786914686165)"
222000288,3502,,MISSING PERSON - LOCATED,B3,465,0,2022-01-02 01:00:00,2022,1,Sunday,1,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222000284,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,465,0,2022-01-02 12:30:00,2022,1,Sunday,12,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222000281,3803,,M/V ACCIDENT - PERSONAL INJURY,B3, ,0,2022-01-02 11:37:00,2022,1,Sunday,11,,NORFOLK ST,42.28457982579951,-71.08083309740765,"(42.28457982579951, -71.08083309740765)"
222000278,613,,LARCENY SHOPLIFTING,E5, ,0,2022-01-02 11:44:00,2022,1,Sunday,11,,VFW PKWY,42.28059504625117,-71.17091524033172,"(42.28059504625117, -71.17091524033172)"
222000276,3115,,INVESTIGATE PERSON,B3, ,0,2022-01-02 11:04:00,2022,1,Sunday,11,,SHANDON RD,42.295054337683005,-71.08904076535102,"(42.295054337683005, -71.08904076535102)"
222000274,3207,,PROPERTY - FOUND,D14, ,0,2022-01-02 11:00:00,2022,1,Sunday,11,,FALKLAND ST,42.35617392383583,-71.15902435207407,"(42.35617392383583, -71.15902435207407)"
222000272,3802,,M/V ACCIDENT - PROPERTY DAMAGE,, ,0,2022-01-02 10:41:00,2022,1,Sunday,10,,PUBLIC ALLEY 431,0,0,"(0, 0)"
222000271,801,,ASSAULT - SIMPLE,C11, ,0,2022-01-02 09:22:00,2022,1,Sunday,9,,DORCHESTER AVE,42.29328830672783,-71.0621949720459,"(42.29328830672783, -71.0621949720459)"
222000270,724,,AUTO THEFT,B2,330,0,2022-01-02 09:30:00,2022,1,Sunday,9,,BLUE HILL AVE,42.307035866896456,-71.08410227448478,"(42.307035866896456, -71.08410227448478)"
222000269,3115,,INVESTIGATE PERSON,B3, ,0,2022-01-02 09:47:00,2022,1,Sunday,9,,STRATTON ST,42.29017432140568,-71.08808524853369,"(42.29017432140568, -71.08808524853369)"
222000267,1402,,VANDALISM,C11, ,0,2022-01-02 09:57:00,2022,1,Sunday,9,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222000266,3007,,SUDDEN DEATH,E13, ,0,2022-01-02 09:02:00,2022,1,Sunday,9,,PARKER ST,42.32469442576835,-71.10087901665398,"(42.32469442576835, -71.10087901665398)"
222000264,3006,,SICK/INJURED/MEDICAL - PERSON,D14,801,0,2022-01-02 08:43:00,2022,1,Sunday,8,,FARRINGTON AVE,42.3544593889186,-71.13091268127926,"(42.3544593889186, -71.13091268127926)"
222000263,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,465,0,2022-01-02 00:30:00,2022,1,Sunday,0,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222000261,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C6, ,0,2022-01-02 00:00:00,2022,1,Sunday,0,,ROSECLAIR ST,42.32082016800123,-71.0601057173487,"(42.32082016800123, -71.0601057173487)"
222000258,1832,,SICK ASSIST - DRUG RELATED ILLNESS,C6, ,0,2022-01-02 08:45:00,2022,1,Sunday,8,,ALLSTATE RD,42.32809966041151,-71.06321676048991,"(42.32809966041151, -71.06321676048991)"
222000257,3006,,SICK/INJURED/MEDICAL - PERSON,C6, ,0,2022-01-02 08:41:00,2022,1,Sunday,8,,MASSACHUSETTS AVE,42.33152148278479,-71.0708530659426,"(42.33152148278479, -71.0708530659426)"
222000255,617,,LARCENY THEFT FROM BUILDING,C6, ,0,2022-01-02 08:43:00,2022,1,Sunday,8,,W BROADWAY,42.33930415714226,-71.05160423007139,"(42.33930415714226, -71.05160423007139)"
222000254,801,,ASSAULT - SIMPLE,C6, ,0,2022-01-02 07:32:00,2022,1,Sunday,7,,SOUTHAMPTON ST,42.332108429494895,-71.07014394813551,"(42.332108429494895, -71.07014394813551)"
